id,name,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,type_1,type_2,classification_info,forms,gen,is_legendary,is_mythical,is_ultra_beast,number_immune,number_not_effective,number_normal,number_super_effective,has_forms,abilities_count,base_stats_calc,base_stats_diff,source,umap_1,umap_2
803.0,Poipole,67,73,67,73,67,73,420,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,200.0,0.6,4.0,1.8,3,5.0,30720,45,Beast Boost,Poison,None,Poison Pin,,7,0,0,1,0,5,11,2,0.0,1,420.0,0.0,Real,6.2119513,10.689749
804.0,Naganadel,73,73,73,127,73,121,540,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1110.0,3.6,330.7,150.0,45,5.0,30720,3,Beast Boost,Poison,Dragon,Poison Pin,,7,0,0,1,0,7,7,4,0.0,1,540.0,0.0,Real,4.6308565,8.309793
805.0,Stakataka,61,131,211,53,101,13,570,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1801.0,5.5,1807.8,820.0,30,5.0,30720,3,Beast Boost,Rock,Steel,Rampart,,7,0,0,1,1,8,6,3,0.0,1,570.0,0.0,Real,2.444656,8.537096
806.0,Blacephalon,53,127,53,151,79,107,570,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,511.0,1.8,28.7,13.0,30,5.0,30720,3,Beast Boost,Fire,Ghost,Fireworks,,7,0,0,1,2,7,4,5,0.0,1,570.0,0.0,Real,4.9421415,7.3463545
807.0,Zeraora,88,112,75,102,80,143,600,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,411.0,1.5,98.1,44.5,3,5.0,30720,3,Volt Absorb,Electric,None,Thunderclap,,7,0,1,0,0,3,14,1,0.0,1,600.0,0.0,Real,5.107904,10.867435
808.0,Meltan,46,65,65,55,35,34,300,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,8.0,0.2,17.6,8.0,3,5.0,30720,3,Magnet Pull,Steel,None,Hex Nut,,7,0,1,0,1,10,4,3,0.0,1,300.0,0.0,Real,4.450602,5.89024
809.0,Melmetal,135,143,143,80,65,34,600,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,802.0,2.5,1763.7,800.0,3,5.0,30720,3,Iron Fist,Steel,None,Hex Nut,,7,0,1,0,1,10,4,3,0.0,1,600.0,0.0,Real,2.473234,8.459671
810.0,Grookey,50,65,50,40,40,65,310,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.3,11.0,5.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,None,Chimp,,8,0,0,0,0,4,9,5,0.0,4,310.0,0.0,Real,8.443004,8.769337
811.0,Thwackey,70,85,70,55,60,80,420,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,204.0,0.7,30.9,14.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,None,Beat,,8,0,0,0,0,4,9,5,0.0,4,420.0,0.0,Real,6.968574,8.986676
812.0,Rillaboom,100,125,90,60,70,85,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,611.0,2.1,198.4,90.0,45,8.8,2560,45,Activates; Grassy Surge; Grassy Terrain; Overgrow,Grass,None,Drummer,,8,0,0,0,0,4,9,5,0.0,4,530.0,0.0,Real,5.005146,9.202577
813.0,Scorbunny,50,71,40,40,40,69,310,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,100.0,0.3,9.9,4.5,45,8.8,2560,45,Blaze; Libero,Fire,None,Rabbit,,8,0,0,0,0,6,9,3,0.0,2,310.0,0.0,Real,8.3931,9.072493
814.0,Raboot,65,86,60,55,60,94,420,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200.0,0.6,19.8,9.0,45,8.8,2560,45,Blaze; Libero,Fire,None,Rabbit,,8,0,0,0,0,6,9,3,0.0,2,420.0,0.0,Real,6.980389,9.102672
815.0,Cinderace,80,116,75,65,75,119,530,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,407.0,1.4,72.8,33.0,45,8.8,2560,45,Blaze; Libero,Fire,None,Striker,,8,0,0,0,0,6,9,3,0.0,2,530.0,0.0,Real,5.2392755,10.144512
816.0,Sobble,50,40,40,70,40,70,310,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,0.3,8.8,4.0,45,8.8,2560,45,Sniper; Torrent,Water,None,Water Lizard,,8,0,0,0,0,4,12,2,0.0,2,310.0,0.0,Real,8.559545,9.301033
817.0,Drizzile,65,60,55,95,55,90,420,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,204.0,0.7,25.4,11.5,45,8.8,2560,45,Sniper; Torrent,Water,None,Water Lizard,,8,0,0,0,0,4,12,2,0.0,2,420.0,0.0,Real,5.925402,10.954248
818.0,Inteleon,70,85,65,125,65,120,530,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,603.0,1.9,99.6,45.2,45,8.8,2560,45,Sniper; Torrent,Water,None,Secret Agent,,8,0,0,0,0,4,12,2,0.0,2,530.0,0.0,Real,5.2845273,10.912056
819.0,Skwovet,70,55,55,35,35,25,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0,0.3,5.5,2.5,255,5.0,2560,255,Cheek Pouch; Gluttony,Normal,None,Cheeky,,8,0,0,0,1,0,16,1,0.0,2,275.0,0.0,Real,7.541842,3.6769297
820.0,Greedent,120,95,95,55,75,20,460,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0,0.6,13.2,6.0,90,5.0,2560,90,Cheek Pouch; Gluttony,Normal,None,Greedy,,8,0,0,0,1,0,16,1,0.0,2,460.0,0.0,Real,6.722747,4.6120057
821.0,Rookidee,38,47,35,33,35,57,245,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,8.0,0.2,4.0,1.8,255,5.0,1920,255,Big Pecks; Keen Eye; Unnerve,Flying,None,Tiny Bird,,8,0,0,0,1,3,11,3,0.0,3,245.0,0.0,Real,9.290077,6.8864965
822.0,Corvisquire,68,67,55,43,55,77,365,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,207.0,0.8,35.3,16.0,120,5.0,1920,120,Big Pecks; Keen Eye; Unnerve,Flying,None,Raven,,8,0,0,0,1,3,11,3,0.0,3,365.0,0.0,Real,7.9051385,7.044728
823.0,Corviknight,98,87,105,53,85,67,495,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,703.0,2.2,165.3,75.0,45,5.0,1920,45,Mirror Armor; Pressure; Unnerve,Flying,Steel,Raven,,8,0,0,0,2,8,6,2,0.0,3,495.0,0.0,Real,4.418485,6.3529563
824.0,Blipbug,25,20,20,25,45,45,180,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,104.0,0.4,17.6,8.0,255,50.2,1920,255,Compoundeyes; Swarm; Telepathy,Bug,None,Larva,,8,0,0,0,0,3,12,3,0.0,3,180.0,0.0,Real,10.214142,8.850109
825.0,Dottler,50,35,80,50,90,30,335,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104.0,0.4,43.0,19.5,120,50.2,1920,120,Compoundeyes; Swarm; Telepathy,Bug,Psychic,Radome,,8,0,0,0,0,4,8,6,0.0,3,335.0,0.0,Real,8.050161,12.867796
826.0,Orbeetle,60,45,110,80,120,90,505,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0,104.0,0.4,89.9,40.8,45,50.2,1920,45,Frisk; Swarm; Telepathy,Bug,Psychic,Seven Spot,,8,0,0,0,0,4,8,6,0.0,3,505.0,0.0,Real,6.3387556,9.773594
827.0,Nickit,40,28,28,47,52,50,245,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,200.0,0.6,19.6,8.9,255,50.2,1920,255,Run Away; Stakeout; Unburden,Dark,None,Fox,,8,0,0,0,1,2,12,3,0.0,3,245.0,0.0,Real,9.401394,7.145638
828.0,Thievul,70,58,58,87,92,90,455,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,311.0,1.2,43.9,19.9,127,50.2,1920,127,Run Away; Stakeout; Unburden,Dark,None,Fox,,8,0,0,0,1,2,12,3,0.0,3,455.0,0.0,Real,6.6142707,6.9599156
829.0,Gossifleur,40,40,60,40,60,10,250,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,104.0,0.4,4.9,2.2,190,50.2,2560,190,Cotton Down; Effect Spore; Regenerator,Grass,None,Flowering,,8,0,0,0,0,4,9,5,0.0,3,250.0,0.0,Real,9.809518,8.706808
830.0,Eldegoss,60,50,90,80,120,60,460,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108.0,0.5,5.5,2.5,75,50.2,2560,75,Cotton Down; Effect Spore; Regenerator,Grass,None,Cotton Bloom,,8,0,0,0,0,4,9,5,0.0,3,460.0,0.0,Real,6.6386895,10.775565
831.0,Wooloo,42,40,55,40,45,48,270,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,200.0,0.6,13.2,6.0,255,50.2,1920,255,Bulletproof; Fluffy; Run Away,Normal,None,Sheep,,8,0,0,0,1,0,16,1,0.0,3,270.0,0.0,Real,7.6124344,3.6087215
832.0,Dubwool,72,80,100,60,90,88,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,403.0,1.3,94.8,43.0,127,50.2,1920,127,Bulletproof; Fluffy; Steadfast,Normal,None,Sheep,,8,0,0,0,1,0,16,1,0.0,3,490.0,0.0,Real,6.742934,4.476381
833.0,Chewtle,50,64,50,38,38,44,284,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,0.3,18.7,8.5,255,50.2,2560,255,Shell Armor; Strong Jaw; Swift Swim,Water,None,Snapping,,8,0,0,0,0,4,12,2,0.0,3,284.0,0.0,Real,9.281239,12.612765
834.0,Drednaw,90,115,90,48,68,74,485,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303.0,1.0,254.6,115.5,75,50.2,2560,75,Shell Armor; Strong Jaw; Swift Swim,Water,Rock,Bite,,8,0,0,0,0,5,9,4,0.0,3,485.0,0.0,Real,6.8159885,13.026313
835.0,Yamper,59,45,50,40,50,26,270,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,0.3,29.8,13.5,255,50.2,2560,255,Ball Fetch; Rattled,Electric,None,Puppy,,8,0,0,0,0,3,14,1,0.0,2,270.0,0.0,Real,9.548362,12.58617
836.0,Boltund,69,90,60,90,60,121,490,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303.0,1.0,75.0,34.0,45,50.2,2560,45,Competitive; Strong Jaw,Electric,None,Dog,,8,0,0,0,0,3,14,1,0.0,2,490.0,0.0,Real,5.5709615,11.267436
837.0,Rolycoly,30,40,50,40,50,30,240,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,100.0,0.3,26.5,12.0,255,50.2,1920,255,Flash Fire; Heatproof; Steam Engine,Rock,None,Coal,,8,0,0,0,0,4,9,5,0.0,3,240.0,0.0,Real,9.88154,8.535285
838.0,Carkol,80,60,90,60,70,50,410,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,307.0,1.1,172.0,78.0,120,50.2,1920,120,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4,0.0,3,410.0,0.0,Real,7.5350256,12.502912
839.0,Coalossal,110,80,120,80,90,30,510,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,902.0,2.8,684.5,310.5,45,50.2,1920,45,Flame Body; Flash Fire; Steam Engine,Rock,Fire,Coal,,8,0,0,0,0,7,7,4,0.0,3,510.0,0.0,Real,4.7440395,9.492881
840.0,Applin,40,40,80,40,40,20,260,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,8.0,0.2,1.1,0.5,255,50.2,2560,255,Bulletproof; Gluttony; Ripen,Grass,Dragon,Apple Core,,8,0,0,0,0,4,8,6,0.0,3,260.0,0.0,Real,9.745923,8.398867
841.0,Flapple,70,110,80,95,60,70,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,0.3,2.2,1.0,45,50.2,2560,45,Gluttony; Hustle; Ripen,Grass,Dragon,Apple Wing,,8,0,0,0,0,4,8,6,0.0,3,485.0,0.0,Real,6.5320406,11.999939
842.0,Appletun,110,85,80,100,80,30,485,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,104.0,0.4,28.7,13.0,45,50.2,2560,45,Gluttony; Ripen; Thick Fat,Grass,Dragon,Apple Nectar,,8,0,0,0,0,4,8,6,0.0,3,485.0,0.0,Real,6.565512,11.609495
843.0,Silicobra,52,57,75,35,50,46,315,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,703.0,2.2,16.8,7.6,255,50.2,2560,255,Sand Spit; Sand Veil; Shed Skin,Ground,None,Sand Snake,,8,0,0,0,1,2,12,3,0.0,3,315.0,0.0,Real,8.771316,12.297553
844.0,Sandaconda,72,107,125,65,70,71,510,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1206.0,3.8,144.4,65.5,120,50.2,2560,120,Sand Spit; Sand Veil; Shed Skin,Ground,None,Sand Snake,,8,0,0,0,1,2,12,3,0.0,3,510.0,0.0,Real,6.848907,7.2075577
845.0,Cramorant,70,85,55,85,95,85,475,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,207.0,0.8,39.7,18.0,45,50.2,2560,45,Gulp Missile,Flying,Water,Gulp,,8,0,0,0,1,5,10,2,0.0,1,475.0,0.0,Real,6.5167384,7.2439
846.0,Arrokuda,41,63,40,40,30,66,280,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108.0,0.5,2.2,1.0,255,50.2,2560,255,Propeller Tail; Swift Swim,Water,None,Rush,,8,0,0,0,0,4,12,2,0.0,2,280.0,0.0,Real,9.330163,12.556293
847.0,Barraskewda,61,123,60,60,50,136,490,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,403.0,1.3,66.1,30.0,60,50.2,2560,60,Propeller Tail; Swift Swim,Water,None,Skewer,,8,0,0,0,0,4,12,2,0.0,2,490.0,0.0,Real,5.479799,11.1483965
848.0,Toxel,40,38,35,54,35,40,242,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104.0,0.4,24.3,11.0,75,50.2,3200,75,Klutz; Rattled; Static,Electric,Poison,Baby,,8,0,0,0,0,8,8,2,0.0,3,242.0,0.0,Real,8.138373,14.204176
849.0,Toxtricity,75,98,70,114,70,75,502,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,503.0,1.6,88.2,40.0,45,50.2,3200,45,Hidden; Low Key Form; Low Key Form Abilities; Minus; Plus; Punk Rock; Technician,Electric,Poison,Punk,Amped Form; Low Key Form,8,0,0,0,0,8,8,2,1.0,7,502.0,0.0,Real,6.092784,13.459421
850.0,Sizzlipede,50,65,45,50,50,45,305,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,204.0,0.7,2.2,1.0,190,50.2,2560,190,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3,0.0,3,305.0,0.0,Real,8.943561,12.740233
851.0,Centiskorch,100,115,65,90,90,65,525,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,910.0,3.0,264.6,120.0,75,50.2,2560,75,Flame Body; Flash Fire; White Smoke,Fire,Bug,Radiator,,8,0,0,0,0,6,9,3,0.0,3,525.0,0.0,Real,6.3553553,13.137961
852.0,Clobbopus,50,68,60,50,50,32,310,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200.0,0.6,8.8,4.0,180,50.2,3200,180,Limber; Technician,Fighting,None,Tantrum,,8,0,0,0,0,3,12,3,0.0,2,310.0,0.0,Real,9.302011,12.654818
853.0,Grapploct,80,118,90,70,80,42,480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,503.0,1.6,86.0,39.0,45,50.2,3200,45,Limber; Technician,Fighting,None,Jujitsu,,8,0,0,0,0,3,12,3,0.0,2,480.0,0.0,Real,7.1464057,12.802901
854.0,Sinistea,40,45,45,74,54,50,308,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,4.0,0.1,0.4,0.2,120,5.0,2560,120,Cursed Body; Weak Armor,Ghost,None,Black Tea,,8,0,0,0,2,2,12,2,0.0,2,308.0,0.0,Real,8.323749,6.5815544
855.0,Polteageist,60,65,65,134,114,70,508,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,8.0,0.2,0.9,0.4,60,5.0,2560,60,Cursed Body; Weak Armor,Ghost,None,Black Tea,,8,0,0,0,2,2,12,2,0.0,2,508.0,0.0,Real,6.3936214,6.5745115
856.0,Hatenna,42,30,45,56,53,39,265,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,104.0,0.4,7.5,3.4,235,0.0,2560,235,Anticipation; Healer; Magic Bounce,Psychic,None,Calm,,8,0,0,0,0,2,13,3,0.0,3,265.0,0.0,Real,9.927301,9.616755
857.0,Hattrem,57,40,65,86,73,49,370,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200.0,0.6,10.6,4.8,120,0.0,2560,120,Anticipation; Healer; Magic Bounce,Psychic,None,Serene,,8,0,0,0,0,2,13,3,0.0,3,370.0,0.0,Real,7.958327,10.150152
858.0,Hatterene,57,90,95,136,103,29,510,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,611.0,2.1,11.2,5.1,45,0.0,2560,45,Anticipation; Healer; Magic Bounce,Psychic,Fairy,Silent,,8,0,0,0,1,2,12,3,0.0,3,510.0,0.0,Real,6.347015,7.1539083
859.0,Impidimp,45,45,30,55,40,50,265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,104.0,0.4,12.1,5.5,255,10.0,2560,255,Frisk; Pickpocket; Prankster,Dark,Fairy,Wily,,8,0,0,0,2,2,11,3,0.0,3,265.0,0.0,Real,9.039739,6.490383
860.0,Morgrem,65,60,45,75,55,70,370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,207.0,0.8,27.6,12.5,120,10.0,2560,120,Frisk; Pickpocket; Prankster,Dark,Fairy,Devious,,8,0,0,0,2,2,11,3,0.0,3,370.0,0.0,Real,7.9373,6.61713
861.0,Grimmsnarl,95,120,65,95,75,60,510,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,411.0,1.5,134.5,61.0,45,10.0,2560,45,Frisk; Pickpocket; Prankster,Dark,Fairy,Bulk Up,,8,0,0,0,2,2,11,3,0.0,3,510.0,0.0,Real,6.702949,6.48207
862.0,Obstagoon,93,90,101,60,81,95,520,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,503.0,1.6,101.4,46.0,45,50.2,1920,45,Defiant; Guts; Reckless,Dark,Normal,Blocking,,8,0,0,0,2,1,12,3,0.0,3,520.0,0.0,Real,6.8378735,6.507876
863.0,Perrserker,70,110,100,50,60,50,440,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,207.0,0.8,61.7,28.0,90,50.2,2560,90,Battle Armor; Steely Spirit; Tough Claws,Steel,None,Viking,,8,0,0,0,1,10,4,3,0.0,3,440.0,0.0,Real,4.3138075,6.1746798
864.0,Cursola,60,95,50,145,130,30,510,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,303.0,1.0,0.9,0.4,30,24.9,2560,30,Perish Body; Weak Armor,Ghost,None,Coral,,8,0,0,0,2,2,12,2,0.0,2,510.0,0.0,Real,6.3507276,6.5630193
865.0,Sirfetchd,62,135,95,68,82,65,318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,31.0,0.8,257.9,117.0,45,50.2,2560,3,Steadfast; Scrappy,Fighting,None,Wild Duck,,8,0,0,0,0,3,12,3,0.0,2,507.0,189.0,Real,7.149647,12.889067
866.0,Mr-rime,80,85,75,110,100,70,520,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,59.0,1.5,128.3,58.2,45,5.02,3200,3,Tangled Feet; Screen Cleaner; Ice Body,Ice,Psychic,Comedian,,8,0,0,0,0,2,10,6,0.0,3,520.0,0.0,Real,5.7231507,9.119824
867.0,Runerigus,58,95,145,50,105,30,483,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,503.0,1.6,146.8,66.6,90,50.2,3200,90,Wandering Spirit,Ground,Ghost,Grudge,,8,0,0,0,3,3,7,5,0.0,1,483.0,0.0,Real,5.5231557,6.6068788
868.0,Milcery,45,40,40,50,61,34,270,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,8.0,0.2,0.7,0.3,200,0.0,2560,200,Aroma Veil; Sweet Veil,Fairy,None,Cream,,8,0,0,0,1,3,12,2,0.0,2,270.0,0.0,Real,9.129812,7.0149846
869.0,Alcremie,65,60,75,110,121,64,495,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,100.0,0.3,1.1,0.5,100,0.0,2560,100,Aroma Veil; Sweet Veil,Fairy,None,Cream,,8,0,0,0,1,3,12,2,0.0,2,495.0,0.0,Real,6.4235916,6.741786
870.0,Falinks,65,100,100,70,60,75,470,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,910.0,3.0,136.7,62.0,45,5.0,3200,45,Battle Armor; Defiant,Fighting,None,Formation,,8,0,0,0,0,3,12,3,0.0,2,470.0,0.0,Real,5.591153,10.436947
871.0,Pincurchin,48,101,95,91,85,15,435,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100.0,0.3,2.2,1.0,75,50.2,2560,75,Activates; Electric Surge; Electric Terrain; Lightning Rod,Electric,None,Sea Urchin,,8,0,0,0,0,3,14,1,0.0,4,435.0,0.0,Real,6.8684974,10.837423
