id,name,hp,attack,defense,sp_attack,sp_defense,speed,base_stats,normal_weakness,fire_weakness,water_weakness,electric_weakness,grass_weakness,ice_weakness,fighting_weakness,poison_weakness,ground_weakness,flying_weakness,psychic_weakness,bug_weakness,rock_weakness,ghost_weakness,dragon_weakness,dark_weakness,steel_weakness,fairy_weakness,height_inches,height_meters,weight_pounds,weight_kilograms,capturing_rate,gender_male_ratio,egg_steps,egg_cycles,abilities,type_1,type_2,classification_info,forms,gen,is_legendary,is_mythical,is_ultra_beast,number_immune,number_not_effective,number_normal,number_super_effective,has_forms,abilities_count,base_stats_calc,base_stats_diff
485,Heatran,91,90,106,130,106,77,600,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,507,1.7,948.0,430.0,3,5.0,2560,3,Flame Body; Flash Fire; Not Available,Fire,Steel,Lava Dome,,4,1,0,0,1,9,5,3,0,3,600,0
486,Regigigas,110,160,110,80,110,100,670,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1202,3.7,925.9,420.0,3,5.0,30720,3,Slow Start,Normal,None,Colossal,,4,1,0,0,1,0,16,1,0,1,670,0
487,Giratina,150,100,120,100,120,90,680,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,177,4.5,1433.0,750.0,3,5.0,30720,3,Available; Hidden; Levitate; Origin Forme; Origin Forme Ability; Pressure; Telepathy,Ghost,Dragon,Renegade,Altered Forme; Origin Forme,4,1,0,0,2,6,5,5,1,7,680,0
488,Cresselia,120,70,120,75,130,85,600,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,411,1.5,188.7,85.6,3,0.0,30720,3,Levitate,Psychic,None,Lunar,,4,1,0,0,0,2,13,3,0,1,600,0
489,Phione,80,80,80,80,80,80,480,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,104,0.4,6.8,3.1,30,5.0,10240,30,Hydration,Water,None,Sea Drifter,,4,0,1,0,0,4,12,2,0,1,480,0
490,Manaphy,100,100,100,100,100,100,600,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,0.3,3.1,1.4,3,5.0,2560,3,Hydration,Water,None,Seafaring,,4,0,1,0,0,4,12,2,0,1,600,0
491,Darkrai,70,90,90,135,90,125,600,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,411,1.5,111.3,50.5,3,5.0,30720,3,Bad Dreams,Dark,None,Pitch-Black,,4,0,1,0,1,2,12,3,0,1,600,0
492,Shaymin,100,100,100,100,100,100,600,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0.2,4.6,2.1,45,5.0,30720,45,Natural Cure; Serene Grace; Sky Forme; Sky Forme Ability,Grass,None,Gratitude,Land Forme; Sky Forme,4,0,1,0,0,4,9,5,1,4,600,0
493,Arceus,120,120,120,120,120,120,720,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1006,3.2,705.5,320.0,3,5.0,30720,3,Multitype,Normal,None,Alpha,,4,0,1,0,1,0,16,1,0,1,720,0
494,Victini,100,100,100,100,100,100,600,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,104,0.4,8.8,4.0,3,5.0,30720,3,Victory Star,Psychic,Fire,Victory,,5,0,1,0,0,7,6,5,0,1,600,0
495,Snivy,45,45,55,45,55,63,308,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0.6,17.9,8.1,45,88.1,5120,45,Contrary; Overgrow,Grass,None,Grass Snake,,5,0,0,0,0,4,9,5,0,2,308,0
496,Servine,60,60,75,60,75,83,413,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,207,0.8,35.3,16.0,45,88.1,5120,45,Contrary; Overgrow,Grass,None,Grass Snake,,5,0,0,0,0,4,9,5,0,2,413,0
497,Serperior,75,75,95,75,95,113,528,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1010,3.3,138.9,63.0,45,88.1,5120,45,Contrary; Overgrow,Grass,None,Regal,,5,0,0,0,0,4,9,5,0,2,528,0
498,Tepig,65,63,45,45,45,45,308,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,108,0.5,21.8,9.9,45,88.1,5120,45,Blaze; Thick Fat,Fire,None,Fire Pig,,5,0,0,0,0,6,9,3,0,2,308,0
499,Pignite,90,93,55,70,55,55,418,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,303,1.0,122.4,55.5,45,88.1,5120,45,Blaze; Thick Fat,Fire,Fighting,Fire Pig,,5,0,0,0,0,6,8,4,0,2,418,0
500,Emboar,110,123,65,100,65,65,528,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,503,1.6,330.7,150.0,45,88.1,5120,45,Blaze; Reckless,Fire,Fighting,Mega Fire Pig,,5,0,0,0,0,6,8,4,0,2,528,0
501,Oshawott,55,55,45,63,45,45,308,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,13.0,5.9,45,88.1,5120,45,Shell Armor; Torrent,Water,None,Sea Otter,,5,0,0,0,0,4,12,2,0,2,308,0
502,Dewott,75,75,60,83,60,60,413,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,54.0,24.5,45,88.1,5120,45,Shell Armor; Torrent,Water,None,Discipline,,5,0,0,0,0,4,12,2,0,2,413,0
503,Samurott,95,100,85,108,70,70,528,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,411,1.5,208.6,94.6,45,88.1,5120,45,Shell Armor; Torrent,Water,None,Formidable,Hisuian Samurott,5,0,0,0,0,4,12,2,1,2,528,0
504,Patrat,45,55,39,35,39,42,255,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,108,0.5,25.6,11.6,255,5.0,3840,255,Analytic; Keen Eye; Run Away,Normal,None,Scout,,5,0,0,0,1,0,16,1,0,3,255,0
505,Watchog,60,85,69,60,69,77,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,59.5,27.0,255,5.0,5120,255,Analytic; Illuminate; Keen Eye,Normal,None,Lookout,,5,0,0,0,1,0,16,1,0,3,420,0
506,Lillipup,45,60,45,25,45,55,275,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,104,0.4,9.0,4.1,255,5.0,3840,255,Available; Pickup; Run Away; Vital Spirit,Normal,None,Puppy,,5,0,0,0,1,0,16,1,0,4,275,0
507,Herdier,65,80,65,35,65,60,370,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,211,0.9,32.4,14.7,120,5.0,3840,120,Available; Intimidate; Sand Rush; Scrappy,Normal,None,Loyal Dog,,5,0,0,0,1,0,16,1,0,4,370,0
508,Stoutland,85,110,90,45,90,80,500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,311,1.2,134.5,61.0,45,5.0,3840,45,Available; Intimidate; Sand Rush; Scrappy,Normal,None,Big-Hearted,,5,0,0,0,1,0,16,1,0,4,500,0
509,Purrloin,41,50,37,50,37,66,281,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,104,0.4,22.3,10.1,255,5.0,5120,255,Limber; Prankster; Unburden,Dark,None,Devious,,5,0,0,0,1,2,12,3,0,3,281,0
510,Liepard,64,88,50,88,50,106,446,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,307,1.1,82.7,37.5,90,5.0,5120,90,Limber; Prankster; Unburden,Dark,None,Cruel,,5,0,0,0,1,2,12,3,0,3,446,0
511,Pansage,50,53,48,53,48,64,316,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0.6,23.1,10.5,190,88.1,5120,190,Gluttony; Overgrow,Grass,None,Grass Monkey,,5,0,0,0,0,4,9,5,0,2,316,0
512,Simisage,75,98,63,98,63,101,498,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,307,1.1,67.2,30.5,75,88.1,5120,75,Gluttony; Overgrow,Grass,None,Thorn Monkey,,5,0,0,0,0,4,9,5,0,2,498,0
513,Pansear,50,53,48,53,48,64,316,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200,0.6,24.3,11.0,190,88.1,5120,190,Blaze; Gluttony,Fire,None,High Temp,,5,0,0,0,0,6,9,3,0,2,316,0
514,Simisear,75,98,63,98,63,101,498,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,303,1.0,61.7,28.0,75,88.1,5120,75,Blaze; Gluttony,Fire,None,Ember,,5,0,0,0,0,6,9,3,0,2,498,0
515,Panpour,50,53,48,53,48,64,316,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,200,0.6,29.8,13.5,190,88.1,5120,190,Gluttony; Torrent,Water,None,Spray,,5,0,0,0,0,4,12,2,0,2,316,0
516,Simipour,75,98,63,98,63,101,498,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,63.9,29.0,75,88.1,5120,75,Gluttony; Torrent,Water,None,Geyser,,5,0,0,0,0,4,12,2,0,2,498,0
517,Munna,76,25,45,67,55,24,292,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,200,0.6,51.4,23.3,190,5.0,2560,190,Forewarn; Synchronize; Telepathy,Psychic,None,Dream Eater,,5,0,0,0,0,2,13,3,0,3,292,0
518,Musharna,116,55,85,107,95,29,487,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,307,1.1,133.4,60.5,75,5.0,2560,75,Forewarn; Synchronize; Telepathy,Psychic,None,Drowsing,,5,0,0,0,0,2,13,3,0,3,487,0
519,Pidove,50,55,50,36,30,43,264,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,100,0.3,4.6,2.1,255,5.0,3840,255,Big Pecks; Rivalry; Super Luck,Normal,Flying,Tiny Pigeon,,5,0,0,0,2,2,11,3,0,3,264,0
520,Tranquill,62,77,62,50,42,65,358,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,200,0.6,33.1,15.0,120,5.0,3840,120,Big Pecks; Rivalry; Super Luck,Normal,Flying,Wild Pigeon,,5,0,0,0,2,2,11,3,0,3,358,0
521,Unfezant,80,115,80,65,55,93,488,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,311,1.2,63.9,29.0,45,5.0,3840,45,Big Pecks; Rivalry; Super Luck,Normal,Flying,Proud,,5,0,0,0,2,2,11,3,0,3,488,0
522,Blitzle,45,60,32,50,32,76,295,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,207,0.8,65.7,29.8,190,5.0,5120,190,Lightning Rod; Motor Drive; Sap Sipper,Electric,None,Electrified,,5,0,0,0,0,3,14,1,0,3,295,0
523,Zebstrika,75,100,63,80,63,116,497,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,503,1.6,175.3,79.5,75,5.0,5120,75,Lightning Rod; Motor Drive; Sap Sipper,Electric,None,Thunderbolt,,5,0,0,0,0,3,14,1,0,3,497,0
524,Roggenrola,55,75,85,25,25,15,280,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,104,0.4,39.7,18.0,255,5.0,3840,255,Available; Sand Force; Sturdy; Weak Armor,Rock,None,Mantle,,5,0,0,0,0,4,9,5,0,4,280,0
525,Boldore,70,105,105,50,40,20,390,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,211,0.9,224.9,102.0,120,5.0,3840,120,Available; Sand Force; Sturdy; Weak Armor,Rock,None,Ore,,5,0,0,0,0,4,9,5,0,4,390,0
526,Gigalith,85,135,130,60,80,25,515,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,507,1.7,573.2,260.0,45,5.0,3840,45,Available; Sand Force; Sand Stream; Sturdy,Rock,None,Compressed,,5,0,0,0,0,4,9,5,0,4,515,0
527,Woobat,65,45,43,55,43,72,323,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,104,0.4,4.6,2.1,190,5.0,3840,190,Klutz; Simple; Unaware,Psychic,Flying,Bat,,5,0,0,0,1,3,9,5,0,3,323,0
528,Swoobat,67,57,55,77,55,114,425,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,211,0.9,23.1,10.5,45,5.0,3840,45,Klutz; Simple; Unaware,Psychic,Flying,Courting,,5,0,0,0,1,3,9,5,0,3,425,0
529,Drilbur,60,85,40,30,45,68,328,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,100,0.3,18.7,8.5,120,5.0,5120,120,Mold Breaker; Sand Force; Sand Rush,Ground,None,Mole,,5,0,0,0,1,2,12,3,0,3,328,0
530,Excadrill,110,135,60,50,65,88,508,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,204,0.7,89.1,40.4,60,5.0,5120,60,Mold Breaker; Sand Force; Sand Rush,Ground,Steel,Subterrene,,5,0,0,0,2,8,4,4,0,3,508,0
531,Audino,103,60,86,60,86,50,445,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,307,1.1,68.3,31.0,255,5.0,5120,255,Healer; Klutz; Regenerator,Normal,None,Hearing,Mega Audino,5,0,0,0,1,0,16,1,1,3,445,0
532,Timburr,75,80,55,25,35,35,305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,200,0.6,27.6,12.5,180,75.4,5120,180,Guts; Iron Fist; Sheer Force,Fighting,None,Muscular,,5,0,0,0,0,3,12,3,0,3,305,0
533,Gurdurr,85,105,85,40,50,40,405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,311,1.2,88.2,40.0,90,75.4,5120,90,Guts; Iron Fist; Sheer Force,Fighting,None,Muscular,,5,0,0,0,0,3,12,3,0,3,405,0
534,Conkeldurr,105,140,95,55,65,45,505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407,1.4,191.8,87.0,45,75.4,5120,45,Guts; Iron Fist; Sheer Force,Fighting,None,Muscular,,5,0,0,0,0,3,12,3,0,3,505,0
535,Tympole,50,50,40,50,40,64,294,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,108,0.5,9.9,4.5,255,5.0,5120,255,Hydration; Swift Swim; Water Absorb,Water,None,Tadpole,,5,0,0,0,0,4,12,2,0,3,294,0
536,Palpitoad,75,65,55,65,55,69,384,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,207,0.8,37.5,17.0,120,5.0,5120,120,Hydration; Swift Swim; Water Absorb,Water,Ground,Vibration,,5,0,0,0,1,4,12,1,0,3,384,0
537,Seismitoad,105,95,75,85,75,74,509,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,411,1.5,136.7,62.0,45,5.0,5120,45,Poison Touch; Swift Swim; Water Absorb,Water,Ground,Vibration,,5,0,0,0,1,4,12,1,0,3,509,0
538,Throh,120,100,85,30,85,45,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,403,1.3,122.4,55.5,45,10.0,5120,45,Guts; Inner Focus; Mold Breaker,Fighting,None,Judo,,5,0,0,0,0,3,12,3,0,3,465,0
539,Sawk,75,125,75,30,75,85,465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,407,1.4,112.4,51.0,45,10.0,5120,45,Inner Focus; Mold Breaker; Sturdy,Fighting,None,Karate,,5,0,0,0,0,3,12,3,0,3,465,0
540,Sewaddle,45,53,70,40,60,42,310,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100,0.3,5.5,2.5,255,5.0,3840,255,Chlorophyll; Overcoat; Swarm,Bug,Grass,Sewing,,5,0,0,0,0,5,7,6,0,3,310,0
541,Swadloon,55,63,90,50,80,42,380,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,108,0.5,16.1,7.3,120,5.0,3840,120,Chlorophyll; Leaf Guard; Overcoat,Bug,Grass,Leaf-Wrapped,,5,0,0,0,0,5,7,6,0,3,380,0
542,Leavanny,75,103,80,70,80,92,500,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,311,1.2,45.2,20.5,45,5.0,3840,45,Chlorophyll; Overcoat; Swarm,Bug,Grass,Nurturing,,5,0,0,0,0,5,7,6,0,3,500,0
543,Venipede,30,45,59,30,39,57,260,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,104,0.4,11.7,5.3,255,5.0,3840,255,Poison Point; Speed Boost; Swarm,Bug,Poison,Centipede,,5,0,0,0,0,5,9,4,0,3,260,0
544,Whirlipede,40,55,99,40,79,47,360,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,311,1.2,129.0,58.5,120,5.0,3840,120,Poison Point; Speed Boost; Swarm,Bug,Poison,Curlipede,,5,0,0,0,0,5,9,4,0,3,360,0
545,Scolipede,60,100,89,55,69,112,485,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,802,2.5,442.0,200.5,45,5.0,5120,45,Poison Point; Speed Boost; Swarm,Bug,Poison,Megapede,,5,0,0,0,0,5,9,4,0,3,485,0
546,Cottonee,40,27,60,37,50,66,280,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,100,0.3,1.3,0.6,190,5.0,5120,190,Available; Chlorophyll; Infiltrator; Prankster,Grass,Fairy,Cotton Puff,,5,0,0,0,1,6,6,5,0,4,280,0
547,Whimsicott,60,67,85,77,75,116,480,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0,204,0.7,14.6,6.6,75,5.0,5120,75,Available; Chlorophyll; Infiltrator; Prankster,Grass,Fairy,Windveiled,,5,0,0,0,1,6,6,5,0,4,480,0
548,Petilil,45,35,50,70,50,30,280,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,108,0.5,14.6,6.6,190,0.0,5120,190,Available; Chlorophyll; Leaf Guard; Own Tempo,Grass,None,Bulb,,5,0,0,0,0,4,9,5,0,4,280,0
549,Lilligant,70,60,75,110,75,90,480,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,307,1.1,35.9,16.3,75,0.0,5120,75,Available; Chlorophyll; Leaf Guard; Own Tempo,Grass,None,Flowering,Hisuian Lilligant,5,0,0,0,0,4,9,5,1,4,480,0
550,Basculin,70,92,65,80,55,98,460,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,303,1.0,39.7,18.0,25,5.0,10240,25,Adaptability; Both Forms; Dream World; Dream World Ability; Mold Breaker; Reckless; Rock Head,Water,None,Hostile,Red-Striped Form; Blue-Striped Form; White-Striped Form,5,0,0,0,0,4,12,2,1,7,460,0
551,Sandile,50,72,35,35,35,65,292,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,204,0.7,33.5,15.2,180,5.0,5120,180,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Desert Croc,,5,0,0,0,2,4,6,6,0,4,292,0
552,Krokorok,60,82,45,45,45,74,351,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,303,1.0,73.6,33.4,90,5.0,5120,90,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Desert Croc,,5,0,0,0,2,4,6,6,0,4,351,0
553,Krookodile,95,117,80,65,70,92,519,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,411,1.5,212.3,96.3,45,5.0,5120,45,Anger Point; Available; Intimidate; Moxie,Ground,Dark,Intimidation,,5,0,0,0,2,4,6,6,0,4,519,0
554,Darumaka,70,90,45,15,45,50,315,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,200,0.6,82.7,37.5,120,5.0,5120,120,Hustle; Inner Focus,Fire,None,Zen Charm,Galarian Darumaka,5,0,0,0,0,6,9,3,1,2,315,0
555,Darmanitan,105,140,55,30,55,95,480,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,403,1.3,204.8,92.9,60,5.0,5120,60,Sheer Force; Zen Mode,Fire,None,Blazing (Unovan)Zen Charmn (Galarian),Standard Mode; Zen Mode; Galarian Standard Mode; Galarian Zen Mode,5,0,0,0,0,6,9,3,1,2,480,0
556,Maractus,75,86,67,106,67,60,461,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,303,1.0,61.7,28.0,255,5.0,5120,255,Chlorophyll; Storm Drain; Water Absorb,Grass,None,Cactus,,5,0,0,0,0,4,9,5,0,3,461,0
557,Dwebble,50,65,85,35,35,55,325,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,100,0.3,32.0,14.5,190,5.0,5120,190,Shell Armor; Sturdy; Weak Armor,Bug,Rock,Rock Inn,,5,0,0,0,0,2,13,3,0,3,325,0
558,Crustle,70,105,125,65,75,45,485,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,407,1.4,440.9,200.0,75,5.0,5120,75,Shell Armor; Sturdy; Weak Armor,Bug,Rock,Stone Home,,5,0,0,0,0,2,13,3,0,3,485,0
559,Scraggy,50,75,70,35,70,48,348,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,200,0.6,26.0,11.8,180,5.0,3840,180,Intimidate; Moxie; Shed Skin,Dark,Fighting,Shedding,,5,0,0,0,1,3,11,3,0,3,348,0
560,Scrafty,65,90,115,45,115,58,488,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,307,1.1,66.1,30.0,90,5.0,3840,90,Intimidate; Moxie; Shed Skin,Dark,Fighting,Hoodlum,,5,0,0,0,1,3,11,3,0,3,488,0
561,Sigilyph,72,58,80,103,80,97,490,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,407,1.4,30.9,14.0,45,5.0,5120,45,Magic Guard; Tinted Lens; Wonder Skin,Psychic,Flying,Avianoid,,5,0,0,0,1,3,9,5,0,3,490,0
562,Yamask,38,30,85,55,65,30,303,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,108,0.5,3.3,1.5,190,5.0,6400,190,Mummy,Ghost,None,Spirit,Galarian Yamask,5,0,0,0,2,2,12,2,1,1,303,0
